,bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,venue,team1,4 wicket,5 wicket,dr11Score
171,IC Pandey,4,31,0,1,8.0,2014-05-20,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Chennai Super Kings,0,0,29
172,IC Pandey,3,25,0,0,8.0,2014-05-28,Mumbai Indians,Chennai Super Kings,Brabourne Stadium,Chennai Super Kings,0,0,4
173,IC Pandey,4,35,0,1,9.0,2014-05-30,Kings XI Punjab,Kings XI Punjab,Wankhede Stadium,Chennai Super Kings,0,0,29
174,IC Pandey,4,30,0,1,8.0,2015-04-09,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
175,IC Pandey,3,26,0,1,9.0,2015-04-11,Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
176,IC Pandey,3,22,1,1,7.0,2015-04-17,Chennai Super Kings,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,0,0,37
177,IC Pandey,2,12,0,0,6.0,2015-04-19,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",Chennai Super Kings,0,0,4
178,IC Pandey,4,21,0,1,5.0,2015-04-22,Chennai Super Kings,Chennai Super Kings,M Chinnaswamy Stadium,Chennai Super Kings,0,0,29
179,IC Pandey,2,17,0,1,8.0,2015-04-25,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
180,IC Pandey,2,18,0,1,9.0,2015-04-28,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
181,IC Pandey,4,28,0,2,7.0,2015-05-04,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,54
182,IC Pandey,4,27,1,2,7.0,2015-05-12,Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Chennai Super Kings,0,0,62
183,IC Pandey,3,22,0,1,7.0,2015-05-16,Chennai Super Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,0,0,29
184,JA Morkel,4,38,0,1,10.0,2008-04-28,Chennai Super Kings,Chennai Super Kings,M Chinnaswamy Stadium,Chennai Super Kings,0,0,29
185,JA Morkel,4,40,0,0,10.0,2008-05-02,Delhi Daredevils,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
186,JA Morkel,1,10,0,0,10.0,2008-05-04,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,Chennai Super Kings,0,0,4
187,JA Morkel,4,26,0,1,6.0,2008-05-06,Deccan Chargers,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
188,JA Morkel,4,35,0,2,9.0,2008-05-08,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,0,0,54
189,JA Morkel,4,25,0,1,6.0,2008-05-10,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
190,JA Morkel,3,44,0,0,15.0,2008-05-14,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,0,0,4
191,JA Morkel,4,25,0,0,6.0,2008-05-18,Chennai Super Kings,Chennai Super Kings,Eden Gardens,Chennai Super Kings,0,0,4
192,JA Morkel,4,32,0,4,8.0,2008-05-21,Royal Challengers Bangalore,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1,0,112
193,JA Morkel,4,35,0,2,9.0,2008-05-24,Rajasthan Royals,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,54
194,JA Morkel,4,37,0,3,9.0,2008-05-27,Chennai Super Kings,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,0,0,79
195,JA Morkel,4,27,0,2,7.0,2008-05-31,Kings XI Punjab,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,0,0,54
196,JA Morkel,4,25,0,4,6.0,2008-06-01,Rajasthan Royals,Rajasthan Royals,Dr DY Patil Sports Academy,Chennai Super Kings,1,0,112
197,JA Morkel,2,12,0,1,6.0,2009-04-20,Chennai Super Kings,Chennai Super Kings,St George's Park,Chennai Super Kings,0,0,29
198,JA Morkel,4,41,0,1,10.0,2009-04-23,Delhi Daredevils,Delhi Daredevils,Kingsmead,Chennai Super Kings,0,0,29
199,JA Morkel,3,29,0,0,10.0,2009-04-27,Deccan Chargers,Deccan Chargers,Kingsmead,Chennai Super Kings,0,0,4
200,JA Morkel,4,21,0,2,5.0,2009-04-30,Rajasthan Royals,Chennai Super Kings,SuperSport Park,Chennai Super Kings,0,0,54
201,JA Morkel,4,32,0,1,8.0,2009-05-02,Delhi Daredevils,Chennai Super Kings,New Wanderers Stadium,Chennai Super Kings,0,0,29
202,JA Morkel,3,24,1,2,8.0,2009-05-04,Deccan Chargers,Chennai Super Kings,Buffalo Park,Chennai Super Kings,0,0,62
203,JA Morkel,3,36,0,1,12.0,2009-05-07,Kings XI Punjab,Chennai Super Kings,SuperSport Park,Chennai Super Kings,0,0,29
204,JA Morkel,3,24,0,1,8.0,2009-05-09,Rajasthan Royals,Chennai Super Kings,De Beers Diamond Oval,Chennai Super Kings,0,0,29
205,JA Morkel,4,13,0,2,3.0,2009-05-14,Chennai Super Kings,Royal Challengers Bangalore,Kingsmead,Chennai Super Kings,0,0,54
206,JA Morkel,4,31,0,3,8.0,2009-05-16,Mumbai Indians,Chennai Super Kings,St George's Park,Chennai Super Kings,0,0,79
207,JA Morkel,3,39,0,0,13.0,2009-05-18,Kolkata Knight Riders,Kolkata Knight Riders,SuperSport Park,Chennai Super Kings,0,0,4
208,JA Morkel,3,26,0,1,9.0,2009-05-23,Chennai Super Kings,Royal Challengers Bangalore,New Wanderers Stadium,Chennai Super Kings,0,0,29
209,JA Morkel,4,41,0,1,10.0,2010-03-14,Deccan Chargers,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
210,JA Morkel,2,6,1,1,3.0,2010-03-16,Chennai Super Kings,Chennai Super Kings,Eden Gardens,Chennai Super Kings,0,0,37
211,JA Morkel,3,26,0,0,9.0,2010-03-19,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,0,0,4
212,JA Morkel,4,23,0,3,6.0,2010-03-21,Kings XI Punjab,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,79
213,JA Morkel,4,28,0,1,7.0,2010-03-23,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,Chennai Super Kings,0,0,29
214,JA Morkel,4,26,0,0,6.0,2010-03-25,Chennai Super Kings,Mumbai Indians,Brabourne Stadium,Chennai Super Kings,0,0,4
215,JA Morkel,4,46,0,2,12.0,2010-03-28,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",Chennai Super Kings,0,0,54
216,JA Morkel,4,40,0,0,10.0,2010-03-31,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
217,JA Morkel,4,56,0,2,14.0,2010-04-03,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,54
218,JA Morkel,2,14,0,0,7.0,2010-04-13,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
219,JA Morkel,2,16,0,0,8.0,2010-04-15,Delhi Daredevils,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
220,JA Morkel,4,48,0,1,12.0,2010-04-18,Chennai Super Kings,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,0,0,29
221,JA Morkel,3,15,0,1,5.0,2010-04-22,Deccan Chargers,Chennai Super Kings,Dr DY Patil Sports Academy,Chennai Super Kings,0,0,29
222,JA Morkel,3,20,0,2,7.0,2010-04-25,Mumbai Indians,Chennai Super Kings,Dr DY Patil Sports Academy,Chennai Super Kings,0,0,54
223,JA Morkel,3,32,0,0,11.0,2011-04-08,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
224,JA Morkel,3,38,0,1,13.0,2011-04-13,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,0,0,29
225,JA Morkel,4,34,0,2,8.0,2011-04-16,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,54
226,JA Morkel,2,17,0,0,8.0,2011-04-18,Chennai Super Kings,Kochi Tuskers Kerala,Nehru Stadium,Chennai Super Kings,0,0,4
227,JA Morkel,4,19,1,1,5.0,2011-04-22,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,0,0,37
228,JA Morkel,4,29,0,4,7.0,2011-04-25,Pune Warriors,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1,0,112
229,JA Morkel,4,38,0,3,10.0,2011-05-01,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,79
230,JA Morkel,4,24,0,2,6.0,2011-05-04,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,54
231,JA Morkel,2,14,0,0,7.0,2011-05-07,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Chennai Super Kings,0,0,4
232,JA Morkel,3,21,0,1,7.0,2011-05-09,Chennai Super Kings,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,0,0,29
233,JA Morkel,3,36,0,1,12.0,2011-05-12,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
234,JA Morkel,2,16,0,1,8.0,2011-05-22,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,Chennai Super Kings,0,0,29
235,JA Morkel,4,40,0,0,10.0,2011-05-24,Chennai Super Kings,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,0,0,4
236,JA Morkel,3,24,0,0,8.0,2011-05-28,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
237,JA Morkel,4,20,0,0,5.0,2012-04-04,Mumbai Indians,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
238,JA Morkel,2,20,0,0,10.0,2012-04-07,Chennai Super Kings,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,0,0,4
239,JA Morkel,2,24,0,0,12.0,2012-04-10,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,Chennai Super Kings,0,0,4
240,JA Morkel,4,37,0,2,9.0,2012-04-12,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,54
241,JA Morkel,2,22,0,0,11.0,2012-04-14,Chennai Super Kings,Pune Warriors,Subrata Roy Sahara Stadium,Chennai Super Kings,0,0,4
242,JA Morkel,4,29,0,3,7.0,2012-04-28,Kings XI Punjab,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,79
243,JA Morkel,4,24,0,1,6.0,2012-04-30,Kolkata Knight Riders,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
244,JA Morkel,3,16,0,1,5.0,2012-05-04,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
245,JA Morkel,3,34,0,0,11.0,2012-05-06,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,0,0,4
246,JA Morkel,3,19,0,0,6.0,2012-05-10,Chennai Super Kings,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,0,0,4
247,JA Morkel,4,15,0,1,4.0,2012-05-12,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
248,JA Morkel,3,28,0,1,9.0,2012-05-17,Chennai Super Kings,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,0,0,29
249,JA Morkel,4,31,0,2,8.0,2012-05-23,Mumbai Indians,Chennai Super Kings,M Chinnaswamy Stadium,Chennai Super Kings,0,0,54
250,JA Morkel,3,28,0,1,9.0,2012-05-25,Chennai Super Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
251,JA Morkel,4,38,0,1,10.0,2012-05-27,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
252,JA Morkel,3,13,0,1,4.0,2013-04-18,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,0,0,29
253,JA Morkel,4,36,0,0,9.0,2013-04-20,Chennai Super Kings,Chennai Super Kings,Eden Gardens,Chennai Super Kings,0,0,4
254,JA Morkel,3,20,0,1,7.0,2013-04-30,Chennai Super Kings,Chennai Super Kings,Subrata Roy Sahara Stadium,Chennai Super Kings,0,0,29
255,JA Morkel,4,20,0,0,5.0,2013-05-02,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
256,JA Morkel,4,32,0,3,8.0,2013-05-14,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,79
257,JA Morkel,3,26,0,1,9.0,2013-05-21,Mumbai Indians,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,0,0,29
258,JA Morkel,3,12,0,2,4.0,2013-05-26,Mumbai Indians,Mumbai Indians,Eden Gardens,Chennai Super Kings,0,0,54
259,JDP Oram,4,37,0,0,9.0,2008-04-19,Chennai Super Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,0,0,4
260,JDP Oram,4,53,0,1,13.0,2008-04-23,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
261,JDP Oram,4,32,0,3,8.0,2008-04-26,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,79
262,JDP Oram,4,27,0,2,7.0,2008-04-28,Chennai Super Kings,Chennai Super Kings,M Chinnaswamy Stadium,Chennai Super Kings,0,0,54
263,JDP Oram,4,30,0,2,8.0,2009-04-18,Mumbai Indians,Mumbai Indians,Newlands,Chennai Super Kings,0,0,54
264,JDP Oram,3,28,0,0,9.0,2009-04-27,Deccan Chargers,Deccan Chargers,Kingsmead,Chennai Super Kings,0,0,4
265,JDP Oram,4,27,0,2,7.0,2009-04-30,Rajasthan Royals,Chennai Super Kings,SuperSport Park,Chennai Super Kings,0,0,54
266,JDP Oram,1,14,0,0,14.0,2009-05-02,Delhi Daredevils,Chennai Super Kings,New Wanderers Stadium,Chennai Super Kings,0,0,4
267,JDP Oram,1,8,0,0,8.0,2009-05-09,Rajasthan Royals,Chennai Super Kings,De Beers Diamond Oval,Chennai Super Kings,0,0,4
268,JDP Oram,1,12,0,2,12.0,2009-05-14,Chennai Super Kings,Royal Challengers Bangalore,Kingsmead,Chennai Super Kings,0,0,54
269,JDP Oram,1,14,0,0,14.0,2009-05-23,Chennai Super Kings,Royal Challengers Bangalore,New Wanderers Stadium,Chennai Super Kings,0,0,4
270,JM Kemp,2,15,0,0,8.0,2010-03-14,Deccan Chargers,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
271,JM Kemp,3,12,0,3,4.0,2010-03-16,Chennai Super Kings,Chennai Super Kings,Eden Gardens,Chennai Super Kings,0,0,79
272,JM Kemp,1,14,0,0,14.0,2010-03-19,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,0,0,4
273,JM Kemp,0,1,0,0,inf,2010-03-21,Kings XI Punjab,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
274,JM Kemp,1,12,0,0,12.0,2010-04-18,Chennai Super Kings,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,0,0,4
275,JO Holder,4,30,0,0,8.0,2013-04-22,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
276,JO Holder,4,31,0,1,8.0,2013-04-25,Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
277,JO Holder,3,28,0,1,9.0,2013-05-08,Chennai Super Kings,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,0,0,29
278,JO Holder,4,20,0,2,5.0,2013-05-12,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,Chennai Super Kings,0,0,54
279,JO Holder,4,39,0,0,10.0,2013-05-14,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
280,JO Holder,1,20,0,0,20.0,2013-05-18,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,Chennai Super Kings,0,0,4
281,JW Hastings,3,29,0,1,10.0,2014-05-22,Sunrisers Hyderabad,Sunrisers Hyderabad,JSCA International Stadium Complex,Chennai Super Kings,0,0,29
282,Joginder Sharma,4,47,0,1,12.0,2008-04-19,Chennai Super Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,0,0,29
283,Joginder Sharma,4,29,0,2,7.0,2008-04-23,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,54
284,Joginder Sharma,4,32,0,2,8.0,2008-04-26,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,54
285,Joginder Sharma,3,27,0,2,9.0,2008-04-28,Chennai Super Kings,Chennai Super Kings,M Chinnaswamy Stadium,Chennai Super Kings,0,0,54
286,Joginder Sharma,3,35,0,1,12.0,2008-05-02,Delhi Daredevils,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
287,Joginder Sharma,3,45,0,0,15.0,2008-05-06,Deccan Chargers,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
288,Joginder Sharma,3,24,0,1,8.0,2008-05-14,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,0,0,29
289,Joginder Sharma,4,25,0,1,6.0,2009-04-18,Mumbai Indians,Mumbai Indians,Newlands,Chennai Super Kings,0,0,29
290,Joginder Sharma,1,10,0,1,10.0,2009-04-20,Chennai Super Kings,Chennai Super Kings,St George's Park,Chennai Super Kings,0,0,29
291,Joginder Sharma,1,8,0,0,8.0,2009-04-23,Delhi Daredevils,Delhi Daredevils,Kingsmead,Chennai Super Kings,0,0,4
292,Joginder Sharma,1,14,0,0,14.0,2009-04-27,Deccan Chargers,Deccan Chargers,Kingsmead,Chennai Super Kings,0,0,4
293,Joginder Sharma,4,43,0,1,11.0,2010-03-19,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,0,0,29
294,Joginder Sharma,2,23,0,1,12.0,2010-03-25,Chennai Super Kings,Mumbai Indians,Brabourne Stadium,Chennai Super Kings,0,0,29
295,Joginder Sharma,2,23,0,0,12.0,2010-03-28,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",Chennai Super Kings,0,0,4
296,Joginder Sharma,3,34,0,0,11.0,2011-04-22,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,0,0,4
297,KMDN Kulasekara,3,26,0,1,9.0,2011-04-27,Chennai Super Kings,Chennai Super Kings,Dr DY Patil Sports Academy,Chennai Super Kings,0,0,29
298,KMDN Kulasekara,4,38,0,1,10.0,2012-04-14,Chennai Super Kings,Pune Warriors,Subrata Roy Sahara Stadium,Chennai Super Kings,0,0,29
299,KMDN Kulasekara,2,10,0,2,5.0,2012-04-19,Pune Warriors,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,54
300,KMDN Kulasekara,4,17,0,1,4.0,2012-04-21,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
301,KMDN Kulasekara,4,29,0,1,7.0,2012-04-28,Kings XI Punjab,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
302,L Balaji,4,35,0,2,9.0,2008-05-08,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,0,0,54
303,L Balaji,4,24,0,5,6.0,2008-05-10,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1,1,153
304,L Balaji,2,9,0,0,4.0,2008-05-14,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,0,0,4
305,L Balaji,4,36,0,1,9.0,2008-05-18,Chennai Super Kings,Chennai Super Kings,Eden Gardens,Chennai Super Kings,0,0,29
306,L Balaji,4,34,0,1,8.0,2008-05-21,Royal Challengers Bangalore,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
307,L Balaji,3,45,0,0,15.0,2008-05-24,Rajasthan Royals,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
308,L Balaji,4,34,0,2,8.0,2008-05-27,Chennai Super Kings,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,0,0,54
309,L Balaji,4,27,0,0,7.0,2008-05-31,Kings XI Punjab,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,0,0,4
310,L Balaji,4,42,0,0,10.0,2008-06-01,Rajasthan Royals,Rajasthan Royals,Dr DY Patil Sports Academy,Chennai Super Kings,0,0,4
311,L Balaji,2,18,0,2,9.0,2009-04-20,Chennai Super Kings,Chennai Super Kings,St George's Park,Chennai Super Kings,0,0,54
312,L Balaji,4,19,0,3,5.0,2009-04-23,Delhi Daredevils,Delhi Daredevils,Kingsmead,Chennai Super Kings,0,0,79
313,L Balaji,3,41,0,1,14.0,2009-04-27,Deccan Chargers,Deccan Chargers,Kingsmead,Chennai Super Kings,0,0,29
314,L Balaji,3,21,0,4,7.0,2009-04-30,Rajasthan Royals,Chennai Super Kings,SuperSport Park,Chennai Super Kings,1,0,112
315,L Balaji,3,26,0,0,9.0,2009-05-02,Delhi Daredevils,Chennai Super Kings,New Wanderers Stadium,Chennai Super Kings,0,0,4
316,L Balaji,1,18,0,0,18.0,2009-05-04,Deccan Chargers,Chennai Super Kings,Buffalo Park,Chennai Super Kings,0,0,4
317,L Balaji,4,41,0,1,10.0,2009-05-07,Kings XI Punjab,Chennai Super Kings,SuperSport Park,Chennai Super Kings,0,0,29
318,L Balaji,3,13,0,1,4.0,2009-05-09,Rajasthan Royals,Chennai Super Kings,De Beers Diamond Oval,Chennai Super Kings,0,0,29
319,L Balaji,4,32,0,2,8.0,2009-05-14,Chennai Super Kings,Royal Challengers Bangalore,Kingsmead,Chennai Super Kings,0,0,54
320,L Balaji,2,17,0,0,8.0,2009-05-16,Mumbai Indians,Chennai Super Kings,St George's Park,Chennai Super Kings,0,0,4
321,L Balaji,3,40,0,0,13.0,2009-05-18,Kolkata Knight Riders,Kolkata Knight Riders,SuperSport Park,Chennai Super Kings,0,0,4
322,L Balaji,2,14,0,0,7.0,2009-05-20,Kings XI Punjab,Chennai Super Kings,Kingsmead,Chennai Super Kings,0,0,4
323,L Balaji,2,16,0,0,8.0,2009-05-23,Chennai Super Kings,Royal Challengers Bangalore,New Wanderers Stadium,Chennai Super Kings,0,0,4
324,L Balaji,4,36,0,1,9.0,2010-03-14,Deccan Chargers,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
325,L Balaji,2,9,1,3,4.0,2010-03-16,Chennai Super Kings,Chennai Super Kings,Eden Gardens,Chennai Super Kings,0,0,87
326,L Balaji,3,21,0,2,7.0,2010-03-19,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,0,0,54
327,L Balaji,4,29,0,2,7.0,2010-03-21,Kings XI Punjab,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,54
328,L Balaji,4,49,0,1,12.0,2010-03-23,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,Chennai Super Kings,0,0,29
329,L Balaji,4,47,0,1,12.0,2010-03-25,Chennai Super Kings,Mumbai Indians,Brabourne Stadium,Chennai Super Kings,0,0,29
330,L Balaji,2,16,0,0,8.0,2010-04-15,Delhi Daredevils,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
331,M Muralitharan,4,33,0,1,8.0,2008-04-19,Chennai Super Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,0,0,29
332,M Muralitharan,4,40,0,2,10.0,2008-04-23,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,54
333,M Muralitharan,4,12,0,0,3.0,2008-04-26,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
334,M Muralitharan,4,27,0,0,7.0,2008-05-02,Delhi Daredevils,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
335,M Muralitharan,4,20,0,1,5.0,2008-05-04,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,Chennai Super Kings,0,0,29
336,M Muralitharan,4,24,0,1,6.0,2008-05-06,Deccan Chargers,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
337,M Muralitharan,4,25,0,0,6.0,2008-05-08,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,0,0,4
338,M Muralitharan,4,32,0,1,8.0,2008-05-10,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
339,M Muralitharan,2,20,0,0,10.0,2008-05-14,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,0,0,4
340,M Muralitharan,4,41,0,0,10.0,2008-05-18,Chennai Super Kings,Chennai Super Kings,Eden Gardens,Chennai Super Kings,0,0,4
341,M Muralitharan,4,19,0,1,5.0,2008-05-21,Royal Challengers Bangalore,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,29
342,M Muralitharan,4,31,0,0,8.0,2008-05-24,Rajasthan Royals,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,4
343,M Muralitharan,4,22,0,1,6.0,2008-05-27,Chennai Super Kings,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,0,0,29
